order,url,name,description,star
1649851736-1992,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+microservice&s=stars&type=Repositories,applied-continuous-delivery-livelessons/testing-101,"this lessons introduces the basics of testing a Spring application, regardless of whether they're microservices or not.",6
1649851721-1947,https://github.com/search?l=Java&o=desc&p=83&q=in%3Adescription+microservice&s=stars&type=Repositories,keitaro1020/k8s-example,kubernetes microservice example,5
1649851848-2375,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,carnellj/spmia-chapter9,Chapter 9 of Spring Microservices In Action,17
1649851721-1943,https://github.com/search?l=Java&o=desc&p=83&q=in%3Adescription+microservice&s=stars&type=Repositories,mupezzuol/spring-microservice-loja,"Microservices with Spring Boot (OAuth2, Eureka, Config Server, OpenFeign, Sleuth, Hystrix, Zuul, PostgreSQL, MySQL)",5
1649851916-2614,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservice&s=stars&type=Repositories,OKaluzny/spring-boot-security-oauth2-google,Microservice using OAuth 2.0 and OpenID Connect to authenticate into Google and get information to a user.,74
1649851727-1967,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservice&s=stars&type=Repositories,ivargrimstad/microprofile-hol,Implementing Microservices with MicroProfile Hands-on-Lab,5
1649851839-2342,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservice&s=stars&type=Repositories,reacted-io/reacted,Actor based reactive java framework for microservices in local and distributed environment,16
1649851738-2005,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservice&s=stars&type=Repositories,leon/spring-oauth-social-microservice-starter,Spring authorization server with spring social implementation and jwt microservice intercommunication,6
1649851836-2333,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-quarkus-microservices,Sample application illustrating usage of Quarkus framework for building microservice architecture,15
1649851730-1974,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v4,Learn Microservices with Spring Boot - v4,5
1649851854-2390,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,maryellenteaches/ExtendingSecuringDockerizing,"Extending, Securing and Dockerizing Spring Boot Microservices exercise files.",19
1649851848-2377,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,Book-Microservices-v2/chapter03,Learn Microservices with Spring Boot (2nd edition) - Chapter 3,17
1649851673-1775,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservice&s=stars&type=Repositories,casperboone/wdm-kafka-microservices,Experimental Kafka-backed microservice architecture for performance evaluation,4
1649851854-2392,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,nebrass/playing-with-java-microservices-book-code,Playing with Java Microservices on Kubernetes and OpenShift - Sample code,19
1649851839-2348,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservice&s=stars&type=Repositories,udaychandra/user-crud-microservice,Microservice using Helidon framework,15
1649851757-2064,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservice&s=stars&type=Repositories,garystafford/storefront-demo-fulfillment,"Spring Boot/Kafka/Mongo Microservice, part of a set of microservices for this project",6
1649851930-2666,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+microservice&s=stars&type=Repositories,TechPrimers/stock-price-viewer-microservices-part1,Spring Cloud services with 5 microservices - End to End Example,129
1649851713-1917,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservice&s=stars&type=Repositories,SAP-samples/cloud-cf-casino,"Sample of a microservice running on SAP HANA Cloud Platform, Cloud Foundry services.",5
1649851939-2699,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservice&s=stars&type=Repositories,oci-pronghorn/GreenLightning,High performance microservice runtime,219
1649851905-2579,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservice&s=stars&type=Repositories,zhouyongtao/spring-cloud-microservice,spring-cloud-microservice-example,49
1649851690-1839,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservice&s=stars&type=Repositories,ciandt/it-java-api-skeleton,CI&T IT's default Java project skeleton for Microservices and APIs,4
1649851942-2709,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservice&s=stars&type=Repositories,networknt/light-oauth2,"A fast, light and cloud native OAuth 2.0 authorization microservices based on light-4j",279
1649851760-2070,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-cloud-aws,A guide on how to deploy microservices to Amazon Elastic Container Service for Kubernetes (EKS) on Amazon Web Service…,7
1649851681-1802,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,boonen/microservices-demo,"A demonstration of a Microservices architecture using Spring Boot, Docker and Fig.",4
1649851933-2671,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservice&s=stars&type=Repositories,artemMartynenko/spring-cloud-gateway-oauth2-sso-sample-application,Sample apllication for Spring Cloud Gateway as microservices API Gateway with OAuth2 Single Sign On,176
1649851839-2345,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservice&s=stars&type=Repositories,muditha-silva/DropWizard-AWS-Elastic-BeanStalk,The purpose of this project is to deploy a DropWizad microservice using AWS Elastic BeanStalk as a Dockerized contain…,16
1649851730-1972,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservice&s=stars&type=Repositories,microservices-practical/microservices-v6,Learn Microservices with Spring Boot - v6,5
1649851681-1808,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,RothAndrew/jhipster-camunda,JHipster Microservice App with Camunda integration,4
1649851854-2393,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,kuldeepsingh99/microservice-elk,"Creating microservice using Spring Boot, Eureka, Zuul, Sleuth, Zipkin and ELK Stack",19
1649851730-1978,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservice&s=stars&type=Repositories,IBMStockTrader/portfolio,Microservice implemented with MicroProfile that persists stock portfolios to JDBC (such as DB2),5
1649851693-1844,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+microservice&s=stars&type=Repositories,jexp/meetup-recommendations-micronaut,Example Application for Event Based Microservices providing Meetup Event Recommendations,4
1649851801-2217,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,Book-Microservices-v2/chapter06,Learn Microservices with Spring Boot (2nd edition) - Chapter 6,10
1649851696-1851,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservice&s=stars&type=Repositories,matiasah/microservices-sample,A microservice implementation sample using Spring Framework,4
1649851928-2652,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservice&s=stars&type=Repositories,wso2/micro-integrator,The cloud-native configuration driven runtime that helps developers implement composite microservices.,119
1649851836-2336,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,toedter/microservice-60min,This is a demo for a microservice with a Spring Boot backend and an Angular frontend.,15
1649851696-1854,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservice&s=stars&type=Repositories,UKHomeOffice/hocs-search,Hocs search microservice,4
1649851834-2328,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Hands-On-Microservices-Monitoring-and-Testing,"Hands-On Microservices – Monitoring and Testing, Published by Packt",14
1649851808-2234,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservice&s=stars&type=Repositories,ObserveRTC/observer,Microservice to observe your WebRTC calls,11
1649851704-1881,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,fransvanbuul/gc-wien,GiftCard demo application as live coded at DDD/Microservices Vienna on 3 May 2018,5
1649851819-2276,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservice&s=stars&type=Repositories,nadeem4/microservice_demo,This is a simple microservice demonstration using spring boot.,12
1649851738-2009,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservice&s=stars&type=Repositories,ahmsay/Microshop,An online shopping application designed with microservices architecture,6
1649851905-2576,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservice&s=stars&type=Repositories,enr1c091/microservices-oauth,Sample project explaining how to build Dockerized Microservices using Netflix OSS + Spring OAuth/JWT + HATEOAS APIs u…,50
1649851690-1838,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservice&s=stars&type=Repositories,sibsankarb4/Spring-Boot-RestServices-Microservices-All-Examples,Different scenarios of all RestServices using Spring Boot and Microservices,4
1649851899-2559,https://github.com/search?l=Java&o=desc&p=22&q=in%3Adescription+microservice&s=stars&type=Repositories,jhipster/jhipster-sample-app-microservice,"This is a sample application created with JHipster, with the Microservice type",43
1649851744-2023,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservice&s=stars&type=Repositories,nimble-platform/business-process-service,The NIMBLE Business Process Microservice for Supply Chains.,6
1649851859-2417,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservice&s=stars&type=Repositories,imixs/imixs-saga,Imixs-Workflow Microservice,20
1649851959-2766,https://github.com/search?l=Java&o=desc&p=1&q=in%3Adescription+microservice&s=stars&type=Repositories,networknt/light-4j,"A fast, lightweight and more productive microservices framework",3.4k
1649851882-2495,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+microservice&s=stars&type=Repositories,jwboardman/whirlpool,Example Microservices using Kafka 3.0.0 and WebSockets with Netty 5.0.0-alpha2 with both React and vanilla HTML/JavaS…,31
1649851811-2240,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservice&s=stars&type=Repositories,ERS-HCL/springboot-cucumber-demo,SpringBoot based integration testing for microservices using Cucumber and Rest Assured,11
1649851822-2285,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+microservice&s=stars&type=Repositories,SelimHorri/jhipster-architectural-comparison,Initialization of a JHipster project - Monolithic vs Microservice Application,13
1649851801-2216,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,jamesnetherton/camel-microservice-demo,? A small set of Apache Camel Microservice applications,10
1649851715-1920,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservice&s=stars&type=Repositories,aws-samples/aws-appconfig-java-sample,A Sample Java Microservices application integrated with AWS AppConfig service for retrieving application configuratio…,5
1649851704-1886,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,thieleh/playing-with-microservices,this was my first time working with microservices at the beginning of my studies. Maybe it can help someone out there…,5
1649851893-2539,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservice&s=stars&type=Repositories,MossabTN/quarkus-microservices-poc,Very simplified shop sales system made in a microservices architecture using quarkus,37
1649851919-2629,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,in28minutes/pcf-crash-course-with-spring-boot,"PCF Crash Course for Java, Spring and Spring Boot Developers - Deploy Spring Boot REST API, Full Stack Applications and",80
1649851780-2141,https://github.com/search?l=Java&o=desc&p=63&q=in%3Adescription+microservice&s=stars&type=Repositories,DickChesterwood/docker-only-fleetman,The full set of microservices for Fleetman without needing a Euerka Registry.,8
1649851707-1899,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservice&s=stars&type=Repositories,lenguyenkhoi21/sample-microservices-spring-boot,This is simple microservices with spring boot ! Config file here: https://github.com/lenguyenkhoi21/configserver-file,5
1649851715-1925,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservice&s=stars&type=Repositories,kumuluz/kumuluzee-jwt-auth,KumuluzEE JWT Authentication extension provides role based access control microservice endpoints using OpenID Connect…,5
1649851871-2453,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+microservice&s=stars&type=Repositories,DataStax-Examples/spring-k8s-cassandra-microservices,"Example microservices with Spring, Kubernetes, and Cassandra",25
1649851874-2469,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+microservice&s=stars&type=Repositories,yfh0918/Polaris,"一款微服务MicroService快速构建平台,支持resteasy,springmvc和自定义servlet支持tomcat,jetty,undertow等servlet容器,支持netty-webflux, api网关，调用链追踪…",26
1649851713-1915,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservice&s=stars&type=Repositories,lreimer/data-services-javaee7,Data services: Processing big data the microservice way with Java EE 7,5
1649851882-2493,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+microservice&s=stars&type=Repositories,SrinivasanTarget/ContractTestingBoilerplate,Contract Testing Boilerplate for the microservices developed using Spring Boot and Kafka in a maven multi-module proj…,31
1649851736-1999,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+microservice&s=stars&type=Repositories,muratkarakas/quarkus-ms-k8s,Simple demo for quarkus based microservices with kubernetes(Docker Native image mode),6
1649851783-2159,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/-Microservices-Architecture-Building-Enterprise-Grade-Solutions,"Microservices Architecture:Building Enterprise Grade Solutions [videos], published by Packt",8
1649851836-2335,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,WoMakersCode/bootcamp-java-agendador-meetups,Microservice que simula o app do meetup desenvolvido para o Bootcamp Java,15
1649851783-2150,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservice&s=stars&type=Repositories,PerfCake/Weaver,An ill-behaved microservices emulator for your testing,9
1649851678-1795,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-arquillian-managed,A guide on how to develop tests for your microservices with the Arquillian managed container and run the tests on Ope…,4
1649851911-2595,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,g00glen00b/microservice-demo,"Demo blog application using Spring boot and Angular 2 to create a modern, microservice-oriented application",60
1649851950-2731,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+microservice&s=stars&type=Repositories,ewolff/microservice,Sample of a Microservice setup for my book. Based on Spring Cloud / Netflix / Java / Docker / Docker Compose / Docker…,644
1649851879-2481,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+microservice&s=stars&type=Repositories,carnellj/spmia-chapter5,Spring Microservices In Action Chapter 5,29
1649851936-2683,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservice&s=stars&type=Repositories,william-tran/microservice-security,Building OAuth2 secured microservices with Spring Cloud Security. From my talk at SpringOne2GX 2015,202
1649851777-2138,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservice&s=stars&type=Repositories,ivangfr/springboot-graphql-databases,"The goal of this project is to explore GraphQL. For it, we will implement two microservices: author-book-api and book…",8
1649851933-2673,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservice&s=stars&type=Repositories,scalecube/socketio,Socket.IO Java Server based on Netty. was created to meet gaming performance requirements. battle tested and in use b…,171
1649851845-2368,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,dumindarw/springboot-microservices-starter,"microservices starter with ZUUL, EUREKA, KEYCLOACK",16
1649851857-2400,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservice&s=stars&type=Repositories,ayhanavci/Microservices,Microservices prototype implementation. For learning purposes.,20
1649851673-1779,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservice&s=stars&type=Repositories,IBM-Cloud/bluetag,Bluetag Liberty Microservices and Polymer frontend - live demo at,4
1649851738-2001,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+microservice&s=stars&type=Repositories,aricday/mpls_ms_demo,Layer7 mobile to microservice demo,6
1649851947-2726,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservice&s=stars&type=Repositories,JoeCao/qbike,"A demo of share bike using DDD, MicroService and Spring Cloud",472
1649851836-2331,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,agoncal/agoncal-course-quarkus-microservices,Code for of course "Building Microservices with Quarkus",15
1649851696-1856,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservice&s=stars&type=Repositories,Training360/javax-mcr-2020-03-02,Spring Boot microservices oktatás,4
1649851762-2084,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+microservice&s=stars&type=Repositories,FioranoSoftware/FioranoESB,Fiorano ESB Community Edition enables application integration by choreographing Microservices into asynchronous flows…,7
1649851765-2094,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservice&s=stars&type=Repositories,casparderksen/docker-thorntail-jee8-microprofile,"Microservices with JEE8/MicroProfile/Docker, based on Thorntail.",7
1649851681-1801,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,humb1t/spring_cloud_kafka_jwt,PoC - Spring Cloud JWT security context propagation between microservices over Apache Kafka,4
1649851730-1979,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservice&s=stars&type=Repositories,huangll99/micro,microservice on rancher,5
1649851874-2464,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+microservice&s=stars&type=Repositories,eazybytes/microservices-with-spring-sectionwise-code,"Microservices With Spring, Docker, Kubernetes - Code Examples",26
1649851718-1937,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+microservice&s=stars&type=Repositories,2much2learn/article_dec_28_mavengradle-based-multi-module-spring-boot-microservices,Containerizing Maven/Gradle based Multi Module Spring Boot microservices using Docker & Kubernetes,5
1649851834-2324,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,reactive-commons/reactive-commons-java,Common abstractions for reactive microservices,14
1649851942-2706,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservice&s=stars&type=Repositories,palantir/conjure,Strongly typed HTTP/JSON APIs for browsers and microservices,310
1649851768-2104,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservice&s=stars&type=Repositories,hantsy/spring-cloud-sample,Wires up Microservice with Spring Cloud,7
1649851857-2403,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservice&s=stars&type=Repositories,jvz/lagom-example,Example usage of the Lagom Framework for writing Java-based microservices,20
1649851942-2703,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservice&s=stars&type=Repositories,polarismesh/femas,Cloud native multi-runtime microservice framework,340
1649851678-1790,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservice&s=stars&type=Repositories,G-khan/spring-boot-microservice-template,Base template of microservice via Spring Boot,4
1649851822-2289,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+microservice&s=stars&type=Repositories,senolatac/course-enrollment,Angular 7 Microservices With Spring Boot And Spring Cloud,12
1649851942-2702,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservice&s=stars&type=Repositories,wso2/msf4j,WSO2 Microservices Framework for Java (MSF4J),354
1649851854-2391,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,myfear/WildFlySwarmDockerSample,Scaling Java EE Microservices with WildFly Swarm on Docker,19
1649851741-2014,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservice&s=stars&type=Repositories,blibattre/generator-spring-boot-microservices,Yeoman generator for microservices based on Spring Boot and Spring Cloud,6
1649851817-2266,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservice&s=stars&type=Repositories,tothepoint-itco/person-service,Spring Boot microservice to illustratie the use of Spring Rest Doc,12
1649851795-2199,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+microservice&s=stars&type=Repositories,lasalazarr/guide-monolithic-to-microservices,Step by step examples of migration phases from a Monolithic Java EE Application to Microservices,10
1649851874-2468,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+microservice&s=stars&type=Repositories,jakubnabrdalik/hentai-cloudy-rental,"Spring Cloud/Boot workshop: distribited, microserviced, video rental store,",26
1649851701-1871,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,doublechaintech/oms-biz-suite,Order Management Microservices,4
1649851953-2740,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservice&s=stars&type=Repositories,eventuate-tram/eventuate-tram-sagas,Sagas for microservices,820
1649851675-1780,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservice&s=stars&type=Repositories,nrkapri/customer-orders-product,"customer-orders-product Microservice archiecture using springboot, swagger, docker, kubernetes",4
1649851771-2112,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+microservice&s=stars&type=Repositories,kioie/InventoryManagement,A simple Springboot microservice on Google Cloud (GCP). This project is part of a hands-on series that demos how to u…,8
1649851808-2233,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservice&s=stars&type=Repositories,hashimati/Service-Requests-Offers-Microservices,A Simple Micronaut Microservices. Service Requests and Offers Services,11
1649851762-2081,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-microprofile-metrics,A guide on how to provide system and application metrics from a microservice with MicroProfile Metrics: https://openl…,7
1649851845-2367,https://github.com/search?l=Java&o=desc&p=41&q=in%3Adescription+microservice&s=stars&type=Repositories,brynportella/210621---UTA-SH---Java-MSA,Repository for Bryn and Ethan's Java with MicroServices Batch,16
1649851760-2075,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservice&s=stars&type=Repositories,vahidhedayati/micronaut-vuejs-crud,A sample project exploring micronaut microservices serving REST to vuejs frontend app using h2 database with JWT secu…,7
1649851819-2273,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservice&s=stars&type=Repositories,whoooami/spring-cloud-microservice-world,Spring cloud microservice multi module example.,12
1649851733-1986,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservice&s=stars&type=Repositories,termmerge/nlpcore,"Microservice that handles fundamental Natural Language Processing tasks, ranging from POS, NER, Open Information Extr…",6
1649851822-2286,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+microservice&s=stars&type=Repositories,sanyathisside/System-Design,"System design concepts and implementations (includes high-level design, low-level design, microservices, etc.)",13
1649851857-2404,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservice&s=stars&type=Repositories,jagilpe/bdd-pact-microservices,An example of how to apply BDD in a microservice architecture using consumer driven contracts,20
1649851862-2426,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,vsfexperts/LaTeX,LaTeX Render Utilities / LaTeX Render Server (Spring Boot REST microservice),22
1649851690-1834,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservice&s=stars&type=Repositories,IReallyNeedANick/spring-microservices-poc,Microservice architecture PoC with latest Spring Cloud technologies,4
1649851854-2394,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,cleuton/servkeeper,Microservice Curator Server,19
1649851741-2013,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservice&s=stars&type=Repositories,cloud-native-java/continuous-delivery,Building a continuous delivery pipeline for your microservices using Concourse,6
1649851768-2107,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservice&s=stars&type=Repositories,Book-Microservices-v2/chapter07,Learn Microservices with Spring Boot (2nd edition) - Chapter 7,7
1649851891-2523,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservice&s=stars&type=Repositories,moleculer-java/moleculer-java,Java implementation of the Moleculer microservices framework,36
1649851730-1973,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservice&s=stars&type=Repositories,amitbcg/event-stream-processing-microservices,Using Spring Cloud Stream and Spring State Machine to create event-driven microservices,5
1649851839-2346,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservice&s=stars&type=Repositories,christian-posta/microservices-by-example-source,Source code for book Microservices by Example,15
1649851701-1877,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservice&s=stars&type=Repositories,chocotan/spring-cloud-microservices-example,spring-cloud-microservices-example,4
1649851828-2306,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservice&s=stars&type=Repositories,qwazr/search,Apache Lucene Microservice,13
1649851814-2259,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-karaf-cxf-microservices,sample cxf microservices deployed on apache karaf container,11
1649851762-2082,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+microservice&s=stars&type=Repositories,hmcts/div-case-orchestration-service,Divorce service to handle case orchestration between our other microservices,7
1649851834-2321,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservice&s=stars&type=Repositories,Novetta/CLAVIN-rest,A Spring Boot microservice that serves the CLAVIN (https://github.com/novetta/CLAVIN) library for geo rectifying loca…,15
1649851754-2056,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservice&s=stars&type=Repositories,otto-de/edison-jobtrigger,An application to trigger jobs in 'Edison' Microservices.,6
1649851854-2399,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-kubernetes-intro,An introductory guide on how to deploy microservices to a Kubernetes cluster and manage them with the Kubernetes CLI: h…,19
1649851760-2074,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservice&s=stars&type=Repositories,skhatri/microservices-starter-java,"Microservices Starter Project - Spring Boot, Java 11, Log4j2, TestContainer, JUnit5, Code Coverage, Checkstyle, Kotli…",7
1649851842-2355,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,andifalk/cloud-native-microservices-security,Cloud-Native Microservice Security Bootcamp,16
1649851939-2698,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservice&s=stars&type=Repositories,microconfig/microconfig,Modern tool for microservice configuration management,225
1649851911-2599,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,Ahoo-Wang/CoSky,"High-performance, low-cost microservice governance platform. Service Discovery and Configuration Service | 高性能、低成本微服务…",57
1649851808-2238,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+microservice&s=stars&type=Repositories,daichi-m/notification4J,A Java based library for serving notifications in a microservice system,11
1649851857-2407,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservice&s=stars&type=Repositories,IBMStockTrader/trader,UI microservice for the Stock Trader app,19
1649851865-2433,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservice&s=stars&type=Repositories,joshlong/bootiful-reactive-microservices-masterclass,This is the code I use for my Bootiful Reactive Microservices masterclass,23
1649851930-2662,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+microservice&s=stars&type=Repositories,ihuaylupo/manning-smia,Spring Microservices in Action - Second Edition - Code Examples,143
1649851851-2382,https://github.com/search?l=Java&o=desc&p=39&q=in%3Adescription+microservice&s=stars&type=Repositories,suprakashbh/microservices,Microservices with Netflix Eureka and Zuul server,18
1649851862-2421,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,networknt/light-saga-4j,A saga implementation to manage distributed transaction across multiple microservices,22
