order,url,name,description,star
1649855702-4260,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservicios&s=stars&type=Repositories,giand2205/springboot-servicio-usuarios-commons,Project Microservicios con Spring Boot y Spring Cloud Netflix Eureka,null
1649855691-4223,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservicios&s=stars&type=Repositories,GermanVR/Portafolio-MS-Item,Desarrollo de portafolio con Microservicios con Arquitectura Netflix OSS,null
1649855841-4752,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservicios&s=stars&type=Repositories,joselopez11c/microservices-architecture-docker,Proyecto de microservicios dockerizados,null
1649855807-4632,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservicios&s=stars&type=Repositories,Tavita-Vasquez/springcloudBankAccount,microservicios Bank Account,null
1649855626-3991,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservicios&s=stars&type=Repositories,telegeniic/saludo,Microservicio de saludo,null
1649855677-4171,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservicios&s=stars&type=Repositories,moll-y/cristian.camilo.serna.betancur,Examen final - microservicios UdeA arquitectura por Cristian Camilo Serna Betancur,null
1649855821-4684,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservicios&s=stars&type=Repositories,santux/microservices,Ejemplos de microservicios,null
1649855730-4363,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservicios&s=stars&type=Repositories,corodaautomaticdoor/mc_product,microservicio product,null
1649855730-4366,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservicios&s=stars&type=Repositories,alvarosiles11/microservicio_vuelo,microservicio_vuelo,null
1649855852-4796,https://github.com/search?l=Java&o=desc&p=19&q=in%3Adescription+microservicios&s=stars&type=Repositories,Kasay16/Ejercicio_MicroService_Pedido,Ejercicio Microservicios,null
1649855849-4783,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservicios&s=stars&type=Repositories,gonzazago/microservicios2,test-microservicios,null
1649855672-4153,https://github.com/search?l=Java&o=desc&p=83&q=in%3Adescription+microservicios&s=stars&type=Repositories,Emiliano-Mendoza/ms-productos,Microservicio de productos,null
1649855877-4889,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/spring-boot-servicio-usuarios-commons,"Construye Microservicios con Spring Boot 2, Spring Cloud, Eureka, Zuul, Ribbon, Hystrix, API RESTful, JPA, OAuth, Docker",1
1649855725-4343,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+microservicios&s=stars&type=Repositories,luispalacio22/ms-usuarios,Microservicio uduarios,null
1649855897-4950,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservicios&s=stars&type=Repositories,fochoac/microservicios,Conjunto de microservicios,2
1649855841-4755,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservicios&s=stars&type=Repositories,nmontielh/microservices,Microservicios con Java,null
1649855691-4224,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservicios&s=stars&type=Repositories,jtejadavilca/springboot-servicio-usuarios,Microservicios que se encarga de manejo de usuarios en BD,null
1649855829-4719,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservicios&s=stars&type=Repositories,MiguelSantiagoCaffe/msproyecto2,repositorio de microservicios 3,null
1649855694-4234,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservicios&s=stars&type=Repositories,mao-git/udemy-microservicios,Microservicios con Spring Boot y Spring Cloud Netflix Eureka,null
1649855680-4186,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservicios&s=stars&type=Repositories,edgar-code-repository/spring-cloud-hystrix-example,"Microservicios de ejemplo, desarrollados con Spring Boot y Spring Cloud.",null
1649855702-4264,https://github.com/search?l=Java&o=desc&p=72&q=in%3Adescription+microservicios&s=stars&type=Repositories,CristianMelgarejo94/ClientMicroservice,"Ejercicio Pr芍ctico Java, Spring Framework, Spring Boot y microservicios",null
1649855860-4821,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservicios&s=stars&type=Repositories,cardenascampana/microws,Microservicios,null
1649855871-4867,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservicios&s=stars&type=Repositories,ChicoNyel/spring-boot-backend-apirest-curriculum,La app permitir芍 colocar toda la informacion de tu curriculum en una pagina web pero administrado por un backend util＃,1
1649855691-4227,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservicios&s=stars&type=Repositories,MattKaizer/microservicios,Primeras pruebas de concepto y estructura de microservicios,null
1649855643-4056,https://github.com/search?l=Java&o=desc&p=93&q=in%3Adescription+microservicios&s=stars&type=Repositories,andersonbui/microservicio_jee,microservicio con java ee,null
1649855810-4647,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservicios&s=stars&type=Repositories,loufresh23/curso-micro-java,Curso de microservicios java,null
1649855813-4656,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+microservicios&s=stars&type=Repositories,cacobos/bootcamp,Sistema con varios microservicios,null
1649855886-4918,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservicios&s=stars&type=Repositories,BrunoML1991/userMicroserviceTFM,Microservicio de usuarios,1
1649855748-4423,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservicios&s=stars&type=Repositories,vicse/Bootcamp_MS_Config-Server,Config Server de los Microservicios Bank,null
1649855815-4667,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+microservicios&s=stars&type=Repositories,AbelAntunez/commons-microservicios,Udemy commons microservicios,null
1649855821-4681,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservicios&s=stars&type=Repositories,nparedes22/drusilla,Controlador de microservicios,null
1649855860-4829,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservicios&s=stars&type=Repositories,jmagit/MAD20190701,Microservicios,null
1649855846-4770,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservicios&s=stars&type=Repositories,gonzaloan/benderbeers,Test Microservicios,null
1649855711-4290,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+microservicios&s=stars&type=Repositories,GermanVR/Portafolio-MS-Usuario-Commons,Desarrollo de portafolio con Microservicios con Arquitectura Netflix OSS,null
1649855714-4302,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservicios&s=stars&type=Repositories,aguilarpablo/Proyecto-Final,Ejercicio Final del Bootcamp de Java Spring con Microservicios,null
1649855888-4925,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+microservicios&s=stars&type=Repositories,RichiMauricio/microservices-example,proyecto para ejemplo de microservicios y configuraciones,1
1649855846-4776,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+microservicios&s=stars&type=Repositories,SebastianSamayoa/MicroservicioEstudiante,microservicios para las configuraciones,null
1649855694-4233,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservicios&s=stars&type=Repositories,zutjmx/spring-boot-servicio-zuul-server,Servidor ZUUL para el curso de microservicios en Spring Boot,null
1649855635-4022,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+microservicios&s=stars&type=Repositories,syslet/bootcamp-shopvintage-bidders,Microservicio para Postores,null
1649855770-4509,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservicios&s=stars&type=Repositories,JoseFelix88/cidenet_hulk_store_backend,Backend desarrollado bajo la arquitectura de microservicios.,null
1649855624-3983,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservicios&s=stars&type=Repositories,JhovinB/Microservices_Courses,Microservicio sin conexi車n BD,null
1649855748-4424,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservicios&s=stars&type=Repositories,risolerh/my-commons,Arquetipo com迆n para proyectos spring boot microservicios,null
1649855813-4651,https://github.com/search?l=Java&o=desc&p=33&q=in%3Adescription+microservicios&s=stars&type=Repositories,rgmcove/factory,Prueba Tecnica ITO microservicios,null
1649855807-4633,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservicios&s=stars&type=Repositories,gaboegui/spring-microservices-product,Microservicios Utilizando Spring Boot,null
1649855770-4500,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservicios&s=stars&type=Repositories,DiegoAlejandroTobonHenao/pragma-practica-backend,creaci車n de dos microservicios en java,null
1649855652-4080,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservicios&s=stars&type=Repositories,JosehMollerRossell/service-producto,microservicio producto service,null
1649855697-4242,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservicios&s=stars&type=Repositories,edalx/tarea-distribuida-compress,Tarea de microservicios solo con jars y dockerfiles,null
1649855829-4713,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservicios&s=stars&type=Repositories,Ale-RuPe/countries-demo,Pruebas de microservicios,null
1649855897-4957,https://github.com/search?l=Java&o=desc&p=3&q=in%3Adescription+microservicios&s=stars&type=Repositories,MTribor/DAM_PFG_Microservicios,Proyecto final de grado para el ciclo formativo de DAM. Basado en la arquitectura de microservicios.,2
1649855762-4474,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservicios&s=stars&type=Repositories,Geferreyra/microservices-practices,Practica microservicios con java mail sender,null
1649855866-4848,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservicios&s=stars&type=Repositories,joedayz/jhipster-demo,Demo con microservicios,null
1649855880-4898,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-commons-alumnos,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855660-4110,https://github.com/search?l=Java&o=desc&p=87&q=in%3Adescription+microservicios&s=stars&type=Repositories,rafalazar/service-Enterprise,Microservicio de cliente Empresarial,null
1649855672-4155,https://github.com/search?l=Java&o=desc&p=83&q=in%3Adescription+microservicios&s=stars&type=Repositories,jmanchem/ms-bill-service-bank-jp,microservicio de cuentas,null
1649855773-4515,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservicios&s=stars&type=Repositories,JimyRaul/TakeItNow,Repositorio del curso de microservicios con Java,null
1649855635-4024,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+microservicios&s=stars&type=Repositories,navarrogabriel/reservas-unaj,Microservicio con springboot,null
1649855827-4709,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+microservicios&s=stars&type=Repositories,EberMayta/ebermayta,Repositorio de Microservicios,null
1649855835-4733,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservicios&s=stars&type=Repositories,JosephJS123/pea4proyecto,Repositorio de Microservicios,null
1649855799-4600,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservicios&s=stars&type=Repositories,germanux/escola_java_ourense,"Codigos y proyectos del curso Java con tecnolog赤as afines: Servlets, JSP, JSTL, HTML5, CSS3, JavaScript, Spring, Type＃",null
1649855708-4284,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservicios&s=stars&type=Repositories,juanjosevargas03/microservicios-spring,"microservicios con spring boot, spring cloud, eureka server",null
1649855871-4869,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservicios&s=stars&type=Repositories,aapiro/workshop-reactividad,Este repositorio contiene los recursos de ejemplo para demostrar como funciona la programacion reactiva en microservi＃,1
1649855804-4622,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservicios&s=stars&type=Repositories,andresfjobs/Microservices-SpringBoot-Eureka,Microservicios Java RestTemplate,null
1649855745-4419,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservicios&s=stars&type=Repositories,iscodem/demo-service-discovery,Proyecto spring cloud eureka para microservicios,null
1649855779-4532,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservicios&s=stars&type=Repositories,yosebast/lab-6-word-server-solution,microservicio,null
1649855779-4533,https://github.com/search?l=Java&o=desc&p=45&q=in%3Adescription+microservicios&s=stars&type=Repositories,JuuanC/grpc-materiales,Microservicio para ejemplificar la comunicaci車n entre microservicios con gRPC,null
1649855655-4094,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservicios&s=stars&type=Repositories,YoelPatricio/microservice-customers,Microservicio de Clientes,null
1649855697-4246,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservicios&s=stars&type=Repositories,qualitrain/EurekaCteServicio-01,Ejemplo Gateway simple para microservicios con Eureka y Ribbon,null
1649855739-4395,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+microservicios&s=stars&type=Repositories,Ruben-developer/microservicios-examenes,microservicio examenes,null
1649855793-4588,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservicios&s=stars&type=Repositories,RolandoNajera/Onboarding,Repositorio de microservicios para Onboarding,null
1649855849-4782,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservicios&s=stars&type=Repositories,whiteborja/openathon,Hackathon microservicios,null
1649855629-4008,https://github.com/search?l=Java&o=desc&p=98&q=in%3Adescription+microservicios&s=stars&type=Repositories,rtadeoz/microservicio-sc-quarkus,microservicio-sc-quarkus,null
1649855719-4326,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+microservicios&s=stars&type=Repositories,israelbejarano/microservicios-springboot-servicio-productos,repositorio para el curso de microservicios con java spring y Eureka. Es un microservicio para productos,null
1649855773-4514,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservicios&s=stars&type=Repositories,Exequia/FNX_BE,BackEnd con microservicios para FNX_FE,null
1649855646-4060,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+microservicios&s=stars&type=Repositories,rocampoa/EasyClient,Microservicio del cliente,null
1649855705-4278,https://github.com/search?l=Java&o=desc&p=71&q=in%3Adescription+microservicios&s=stars&type=Repositories,dancourbano/practica-pragma-ms,Practica de Backend de Microservicios en Java: Cliente Fotos,null
1649855807-4631,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservicios&s=stars&type=Repositories,betray32/microservice-ecosystem,Ecosistema integrado de microservicios,null
1649855663-4127,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservicios&s=stars&type=Repositories,jaimeobc/springbootretointercorp,Microservicio del Reto Intercorp,null
1649855793-4584,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservicios&s=stars&type=Repositories,Speekl/msproyecto,Es un repositorio de microservicios,null
1649855832-4723,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservicios&s=stars&type=Repositories,rmaynar/01_spring_mvc,Proyecto curso Spring Microservicios,null
1649855683-4195,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+microservicios&s=stars&type=Repositories,jhassan8/sb-service-config-server,Probando arquitectura de microservicios utilizando springboot y spring cloud...,null
1649855863-4838,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservicios&s=stars&type=Repositories,franciscocilleruelo/ADTM,"Asynchronous Distrbuted Transaction Manager, Gestor de transacciones distribuidas asincronas. Para una arquitectura de ＃",null
1649855680-4181,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservicios&s=stars&type=Repositories,ReyesMedina/NotasJava,Notas de mi curso de java/ academia de microservicios,null
1649855849-4784,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+microservicios&s=stars&type=Repositories,SheylaUrbina/springboot-servicios-topics,Proyecto Microservicios,null
1649855759-4469,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservicios&s=stars&type=Repositories,verdugox/cursomicroservicios,Subiendo todos los proyectos de Microservicios Java,null
1649855762-4477,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservicios&s=stars&type=Repositories,dacar7/ejemplozuul,api gateway con zuul + dos microservicios enrutados,null
1649855860-4825,https://github.com/search?l=Java&o=desc&p=16&q=in%3Adescription+microservicios&s=stars&type=Repositories,JairVillalba/microservicios,Microservicios,null
1649855764-4489,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+microservicios&s=stars&type=Repositories,marcosmh/microserviciosSpringBootAWS,Test MicroServicios Spring Boot y AWS,null
1649855733-4378,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservicios&s=stars&type=Repositories,SwissTierrasColombia/st-microservice-ili,Microservicio ili,null
1649855877-4883,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+microservicios&s=stars&type=Repositories,Ing-Brayan-Martinez/Java-SpringBoot-JPA,Ejemplo de microservicio echo con spring boot,1
1649855748-4425,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservicios&s=stars&type=Repositories,marcosPorturas/ms-reservation-rest,Microservicios para la administracion de las reservas,null
1649855677-4173,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservicios&s=stars&type=Repositories,edgaromarlopezhernandez/banamexIbm,Ambiente de microservicios para aplicar a una tarjeta de credito,null
1649855759-4460,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservicios&s=stars&type=Repositories,juliocornejo/vijnana-ragnax-eureka,servidor de eureka para descubrir microservicios,null
1649855756-4456,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservicios&s=stars&type=Repositories,asantos071/microservicios-Cliente-Contactos_varios,Microservicios de cliente-contacto (S赤ncrono- As赤ncrono),null
1649855756-4453,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+microservicios&s=stars&type=Repositories,adriancglez/microservices-springcloud-course,Curso de Microservicios con Spring Cloud,null
1649855669-4140,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+microservicios&s=stars&type=Repositories,sergycg/servicio-oauth,microservicio seguridad oauth2,null
1649855663-4125,https://github.com/search?l=Java&o=desc&p=86&q=in%3Adescription+microservicios&s=stars&type=Repositories,LuisAlbertoReyesTecampo/Italia-Hub-Back,Prototipo Microservicio Italia,null
1649855714-4309,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservicios&s=stars&type=Repositories,oscaralv/examen-modulo2,examen correspondiente al modulo 2 del curso microservicios,null
1649855632-4015,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservicios&s=stars&type=Repositories,jesusromerovillanueva2021/bootcamp-project1-credits-master,Microservicio - Crud Cr谷ditos - MongoDB,null
1649855624-3980,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservicios&s=stars&type=Repositories,jcastillo1996/repo_client,Microservicio de Cliente,null
1649855637-4037,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+microservicios&s=stars&type=Repositories,Alejandromsz/sistema-backend-usuario,Ejercicio de microservicio,null
1649855832-4729,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+microservicios&s=stars&type=Repositories,EnriqueHS101/api-gateway,enrutador de microservicios,null
1649855767-4492,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+microservicios&s=stars&type=Repositories,harrycoa/demo-microservicios,ejemplo 14-03-2020 microservicios con gradle,null
1649855773-4513,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservicios&s=stars&type=Repositories,gusdelact/licensing-service,servicio de ejemplo de arquitectura de microservicios,null
1649855821-4683,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservicios&s=stars&type=Repositories,harrycoa/JWebSecurity,microservicios de seguridad spring,null
1649855719-4321,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+microservicios&s=stars&type=Repositories,LuisHernanMS/pryCourse,Microservicio course,null
1649855770-4502,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+microservicios&s=stars&type=Repositories,alnicolex/account-ms,"proyecto microservicios; django, vue, sprint boot",null
1649855699-4253,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservicios&s=stars&type=Repositories,GermanVR/Portafolio-MS-Eureka,Desarrollo de portafolio con Microservicios con Arquitectura Netflix OSS,null
1649855632-4013,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservicios&s=stars&type=Repositories,corodaautomaticdoor/mc_survey,microservicio de encuesta,null
1649855699-4258,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservicios&s=stars&type=Repositories,PauloAGR/almacen_generico-back,Repositorio para el proyecto "Almacen Gen谷rico" implementando microservicios,null
1649855649-4073,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservicios&s=stars&type=Repositories,ddfdesign2018/ms-animals,Microservicio gesti車n de animales,null
1649855666-4131,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservicios&s=stars&type=Repositories,mjim79/microservicio,microservicio curso java web,null
1649855652-4089,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservicios&s=stars&type=Repositories,ltricarique/dan-ms-pedido,Repositorio microservicio pedidos.,null
1649855708-4280,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+microservicios&s=stars&type=Repositories,VrayaVam/microservicios-tienda-linea,Ejemplo de microservicios para una tienda en l赤nea,null
1649855649-4074,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservicios&s=stars&type=Repositories,amartingu72/greco-boot,Microservicio de backend.,null
1649855730-4369,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservicios&s=stars&type=Repositories,fontana-ivan/microservicio_ejemplo,microservicio_ejemplo,null
1649855827-4704,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+microservicios&s=stars&type=Repositories,bryansalazar16/msproyecto,Repositorio de MicroServicios,null
1649855759-4462,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+microservicios&s=stars&type=Repositories,ogarules/CursoMicro2020,Ejericios del curso de microservicios 2020,null
1649855657-4105,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservicios&s=stars&type=Repositories,davisvitate/MsBusinessAccount,Microservicio de cuenta empresarial,null
1649855750-4433,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservicios&s=stars&type=Repositories,decimodan/Plantilla-Microservicios-Java,Plantilla para microservicios en Java 11,null
1649855883-4903,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservicios&s=stars&type=Repositories,jlferrete/academia-microservicios-commons-examenes,"Construye aplicaciones con Microservicios Spring como backend y Angular 10 como frontend, Eureka, API Gateway, RESTful",1
1649855784-4555,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservicios&s=stars&type=Repositories,CBHinostroza/msproyecto98,Es un repositorio para microservicios,null
1649855891-4936,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+microservicios&s=stars&type=Repositories,sebastian4j/hola.mundo,Microservicios - Hola Mundo,1
1649855716-4311,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservicios&s=stars&type=Repositories,aguilarpablo/Proyecto-Final,Ejercicio Final del Bootcamp de Java Spring con Microservicios,null
1649855680-4180,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+microservicios&s=stars&type=Repositories,linomu/microservicios_springboot_productos,Microservicios con Spring Boot y Spring Cloud Netflix Eureka - Udemy,null
1649855626-3993,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+microservicios&s=stars&type=Repositories,adrvidal/06_microservicio_contactos_securizado,Securizaci車n de un microservicio,null
1649855733-4373,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservicios&s=stars&type=Repositories,dabliuw22/microservice-one,Microservicio one,null
1649855694-4239,https://github.com/search?l=Java&o=desc&p=75&q=in%3Adescription+microservicios&s=stars&type=Repositories,Univangr/microservices-complete,repositorio de c車digo de los proyectos microservicios de demo,null
1649855691-4221,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservicios&s=stars&type=Repositories,Joselu-code-clean/microservicios-server,Donde tenemos alojado el servidor para la practica de microservicios,null
1649855733-4371,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservicios&s=stars&type=Repositories,kene/commos-microservicios,Proyecto es la biblioteca com迆n para todos los microservicios donde contiene los servicios y controllers gen谷ricos pa＃,null
1649855733-4374,https://github.com/search?l=Java&o=desc&p=61&q=in%3Adescription+microservicios&s=stars&type=Repositories,JoseVassPeru/aforo255-transaction,microservicio-transacciones,null
1649855810-4642,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservicios&s=stars&type=Repositories,zullysr/pc01Servidor,Pr芍tica calificada Microservicios - Servidor,null
1649855699-4254,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservicios&s=stars&type=Repositories,lionelcardenas/pruebas-microservicios,Se realizaran pruebas de los cursos de microservicios,null
1649855801-4614,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservicios&s=stars&type=Repositories,lvillatoro/ExamenMicroServicios,Examen de microservicios y aws,null
1649855838-4748,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservicios&s=stars&type=Repositories,zullysr/pc01Servicio,Pr芍tica calificada Microservicios - Servicio,null
1649855799-4609,https://github.com/search?l=Java&o=desc&p=38&q=in%3Adescription+microservicios&s=stars&type=Repositories,jsubiasm/microservices_POC,Prueba de concepto de microservicios,null
1649855719-4325,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+microservicios&s=stars&type=Repositories,Erickjgarciap/Tarea1MicroServicios,Tarea 1 del curso de microservicios(Separar un monolito y hacerlo un microservicio),null
1649855787-4564,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservicios&s=stars&type=Repositories,dperezg2017/MCS-springboot-springcloud-netflix-eureka,microservicios-springboot-springcloud-netflix-eureka,null
1649855745-4417,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservicios&s=stars&type=Repositories,davidsandoval92/servicesRest,Proyecto emplementando microservicios REST con jersey,null
1649855652-4081,https://github.com/search?l=Java&o=desc&p=90&q=in%3Adescription+microservicios&s=stars&type=Repositories,JuniorAlfredoHuerta/InventarioMicroservicio,Microservicio de Inventario Bodeguin,null
1649855730-4367,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservicios&s=stars&type=Repositories,G-r-e-g-R/mobilewallet,Proyecto con fines academicos donde se implementar芍 una arquitectura de Microservicios con enfoque DDD - Microservicios＃,null
1649855716-4318,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservicios&s=stars&type=Repositories,hernanBeiza/JavAPIMicros,Implementaci車n de arquitectura de microservicios simple en Java y Spring,null
1649855773-4518,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+microservicios&s=stars&type=Repositories,Dazt5/AlmacenesBackend,"Proyecto Ciclo IV, backend de microservicios JAVA",null
1649855886-4917,https://github.com/search?l=Java&o=desc&p=7&q=in%3Adescription+microservicios&s=stars&type=Repositories,nestrada24/microservicio,Prueba microservicio punto 3,1
1649855640-4045,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+microservicios&s=stars&type=Repositories,cborre/microservicio-inventario,Microservicio de inventario,null
1649855649-4070,https://github.com/search?l=Java&o=desc&p=91&q=in%3Adescription+microservicios&s=stars&type=Repositories,AbelAntunez/microservicios-examenes,Microservicio para examenes,null
1649855745-4411,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservicios&s=stars&type=Repositories,JorgeSilvaBorda/api-bodenor,Todo el juego de microservicios necesarios,null
1649855632-4011,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservicios&s=stars&type=Repositories,juanjogoa24/web-api,microservicio backend - frontend,null
