order,url,name,description,star
1649853911-3668,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,arccode/wechat-pay-sdk,"让使用微信支付的朋友最快速度接入微信支付; 两行代码解决微信支付提供的各种服务, 开箱即用, 可扩展性超强(只需根据服务的上下行协议定义协议类后, 放入工厂即可获取调用结果).",20
1649853976-3898,https://github.com/search?l=Java&o=desc&p=9&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,quhailong/NetworkDisk_Storage,基于SpringBoot+SpringCloud微服务构建的网盘系统，gitee地址：https://gitee.com/quhailong1995/NetworkDisk_Storage,274
1649853962-3842,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lanshiqin/cloud-project,基于Spring Cloud的分布式微服务架构,130
1649853868-3513,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,chencong-plan/springCloud-sell,使用SpringCloud系列组件做一个分布式微服务的点餐平台，灵感来源于日常外卖,8
1649853802-3289,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Chelseazzb/HighSec-MicroServices,高安全性微服务引擎平台,4
1649853953-3811,https://github.com/search?l=Java&o=desc&p=17&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,qqqkoko123/qianghongbao,本插件适用： 1.最新版8.0.18的微信红包，收到红包AI智能播报，抢完红包自动回复“感谢老板”； 2.V8.8.50.6735的QQ普通红包，拼手气红包以及口令红包，在抢完的同时自动发送"感谢老板"防封； 3.支付宝10.2.53…,79
1649853930-3733,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yangyl7239/nwpu-ad-spring-cloud,基于SpringCloud微服务架构下的广告系统,38
1649853767-3167,https://github.com/search?l=Java&o=desc&p=82&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,windseeker2011/spring-cloud-parent,spring-cloud微服务架构使用示例。,3
1649853973-3887,https://github.com/search?l=Java&o=desc&p=10&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,intomylife/SpringCloud,简单了解微服务,228
1649853936-3752,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,sps135/wechatbysimple,该项目是仿微信7.0实现一个IM APP，APP端基于Kotlin语言以及C++，Server端基于C++，利用Google Databingding Library、Lifecycle、LiveData、RxKotlin、Retro…,45
1649853842-3423,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,herodotus-cloud/eurynome-cloud-athena,企业级技术中台微服务架构与服务能力开发平台。首个全面拥抱 Spring Authorization Server 版本，基于Spring Boot 2.6.6、Spring Cloud 2021.0.1、Spring Cloud Al…,7
1649853899-3623,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yundianzixun/weixin-shop,SpringBoot+zk+dubbo 电商微服务架构,16
1649853854-3465,https://github.com/search?l=Java&o=desc&p=52&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,markyangchangliang/framework,spring cloud分布式开源脚手架，帮助快速搭建分布式微服务项目，大幅提升开发速度,8
1649853842-3420,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,bwhyman/springboot-course,基于spring系列框架的后端微服务架构课程示例代码,7
1649853781-3216,https://github.com/search?l=Java&o=desc&p=77&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lixinglin213/springcloud-training,微服务体系架构的最佳实践,3
1649853939-3762,https://github.com/search?l=Java&o=desc&p=22&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,5-Ason/ason-spring-cloud,ason-spring-cloud是微服务springcloud脚手架,48
1649853888-3583,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,liuweigeek/NeptuneBlog-backend,Twitter clone project，模仿Twitter的社交平台，基于Spring Cloud Netflix微服务技术栈开发。,13
1649853959-3830,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Exrick/x-cloud,微服务框架,110
1649853834-3398,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,qinxuewu/wechat-parent,基于Spring Cloud微服务化开发平台，核心技术采用Spring Boot2以及Spring Cloud 相关核心组件，前端采用Vue的微信公众号管理系统。 主要是用于学习使用,6
1649853814-3322,https://github.com/search?l=Java&o=desc&p=66&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,daaao/bid-spring-boot-starter,一个分布式全局唯一ID组件，提供生成符合业务特性的全局唯一ID（比如模块标识+日期+自增序号，类似单据编号必须为RD202009080001 递增，诸如此类），同时还支持雪花ID，支持高并发，快速集成，配置简单方便，单体、微服务项目均可使用,5
1649853831-3386,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,g-mr/JPower,JPower致力于实现集各种工具于一体的微服务管理框架。底层由政府商业项目升级而成，核心采用Spring Boot 2.x、Spring Cloud 2020.x,6
1649853945-3789,https://github.com/search?l=Java&o=desc&p=20&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Wasabi1234/Ad,基于Spring Cloud微服务架构的广告系统,52
1649853750-3106,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,nangge/springboot-skeleton,基于springboot的微服务基础脚手架,2
1649853851-3459,https://github.com/search?l=Java&o=desc&p=53&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,manongwudi/istio-micro-service-demo,基于Spring Boot+Istio的Service Mesh微服务架构示例代码,7
1649853922-3705,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,zq99299/cache-pdp,亿级流量电商详情页系统实战（第一版）：缓存架构+高可用服务架构+微服务架构 练习代码,28
1649853868-3515,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,eden2f/weixin-mp-saas,"微信公众号后台服务SaaS, 支持微信公众平台(订阅号、服务号、企业号、小程序). 支持多个微信公众号配置. 动态更新配置.",8
1649853919-3692,https://github.com/search?l=Java&o=desc&p=29&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lzh-boy/cskit,cskit（cloud stack kit） 致力于打造一套为想实践微服务而开箱即用的基础框架,27
1649853865-3503,https://github.com/search?l=Java&o=desc&p=48&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,qzw1210/dubbox,支持REST风格远程调用（HTTP + JSON/XML)**：基于非常成熟的JBoss [RestEasy](http://resteasy.jboss.org/)框架，在dubbo中实现了REST风格（HTTP + JSON/XM…,9
1649853922-3702,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,spring2go/eureka_lab,服务注册发现Eureka/Ribbon实验，极客时间微服务架构实践课程,28
1649853911-3669,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,xf717/sentence-cloud-platform,基于springcloud微服务架构、分布式、高并发、高可用的电商平台，前端框架：VUE全家桶，后端技术：springcloud、redis、kafka、elk、xxljob、mybatispuls等框架技术,20
1649853727-3023,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,guogewudi/xc_onlineedu_Service,微服务在线教育java后台,2
1649853857-3471,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,peerless2012/MicroChat,"微聊Android客户端,基于第三方消息服务的MaterialDesign化的即时通讯项目",8
1649853868-3517,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,1455668754/XueYi-Cloud,雪忆微服务系统，基于SpringBoot | Mybatis | RabbitMQ | Vue | Element UI的微服务SaaS管理系统，消息队列、数据权限、素材管理、动态源、多租户、数据物理&逻辑双隔离。,8
1649853970-3875,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,moutainhigh/datax-cloud-base,智数通提供了元数据管理、数据标准管理、数据质量管理、主数据管理、数据集市管理、可视化图表看板、流程管理等微服务，是为数据治理而生的企业级一站式数据中台。,201
1649853985-3921,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,201206030/novel-cloud,小说精品屋-微服务版是基于小说精品屋-plus构建的Spring Cloud 微服务技术栈学习型小说项目，致力于原创文学阅读与写作，提供了爬虫工具用于开发过程中测试数据的采集。采用了时下流行的Spring Boot 2 、Spring…,681
1649853990-3949,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,matevip/matecloud,?MateCloud是一款基于Spring Cloud Alibaba的微服务架构。目前已经整合Spring Boot 2.6、 Spring Cloud 2021、Spring Cloud Alibaba 2021、Spring S…,897
1649853805-3298,https://github.com/search?l=Java&o=desc&p=69&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,SMask/WechatHelper,基于Android AccessibilityService 无障碍辅助服务开发的一款微信自动建群插件。,4
1649853823-3353,https://github.com/search?l=Java&o=desc&p=63&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,loongw513029/rpc-tramcloud,多模块，RPC微服务，kafka消息队列实时推送报警，zookeeper集群，多服务提供者，多消费者，车载安全系统,5
1649853967-3869,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,steellee/sao,基于Spring Cloud(Finchley版本)架构体系，整合各微服务基础组件的最新最全的脚手架工程。微服务架构： Spring Cloud全家桶 + Spring boot 2.x + Oauth2 + Mybatis + Dr…,169
1649853848-3441,https://github.com/search?l=Java&o=desc&p=54&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,BeAInterestingMan/rainbow,rainbow-cloud 微服务快速开发脚手架,7
1649853820-3346,https://github.com/search?l=Java&o=desc&p=64&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,simondongji/springClouldStudy,深入理解spring clould与微服务书籍代码与学习代码,5
1649853808-3304,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,tardy-bird/goods-info,商品微服务,4
1649853928-3720,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,chensheng/wechatty-project,Wechattty Project是一个基于JAVA的微信公众号（包括服务号和订阅号）和微信企业号的开发框架，封装良好的API让开发者可以专注于业务逻辑的开发，提高开发效率。,36
1649853776-3197,https://github.com/search?l=Java&o=desc&p=79&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,gcdd1993/SpringBoot2019WechatOrder,2019版 微服务时代Spring Boot企业微信点餐系统 课件+源码,3
1649853922-3709,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yinjihuan/micro-service-dubbo,dubbo构建的微服务架构,27
1649853831-3384,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,YoungBreezeM/simple-mall,simple-mall 是基于Spring Boot 2.5.0、Spring Cloud 2020 & Alibaba 2021、vue、element-ui、uni-app快速构建的一套全栈开源商城平台，包括后端微服务、前端管理、微信…,6
1649853802-3281,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,jihao/weixin-server-demo,这个demo工程演示使用Java + Spring Boot如何写一个微信公众平台服务端,4
1649853868-3519,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,luangeng/zpay,"适应于Android的微信，支付宝个人收款助手, 实现个人收款后通知到服务器(旧版)",8
1649853964-3852,https://github.com/search?l=Java&o=desc&p=13&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yt7589/imsa,工业互联网平台微服务云架构,158
1649853879-3555,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,carroll1118/Cloud2020,项目由最新的SpringCloud H版+SpringCloud alibaba构成，双剑合并威力大增，所用技术涵盖了目前火热的分布式微服务架构的全部技术栈。既有传统Eureka、Ribbon、OpenFeign、Hystrix、Co…,11
1649853985-3925,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,mtcarpenter/mall-cloud-alibaba,mall-cloud-alibaba 是一套基于开源商城 mall 改造的 spring cloud alibaba 体系微服务商城系统。采用了spring cloud alibaba 、 Spring Cloud Greenwich…,576
1649853794-3251,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,marsdl-620up-tech/websecurity,微服务报文加密工具，AES与RSA加密的方式的结合，有效防止微服务在流量过滤器里被抓包的风险，提高API接口的安全性！,4
1649853747-3095,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,itekko/spring-cloud-in-action,SpringCloud微服务实战,2
1649853730-3031,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,dean-coding/cloud-micro-services,基于spring-cloud的微服务开发,2
1649853770-3173,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,minirpc/DyingToSurvive,"微服务框架,包括服务配置,服务发现,服务注册,调用链路追踪,服 务监控,服务网关,治理平台等模块.致力于开发出高度插件式服务框架.致力于成为一个微 服务框架入门项目.",3
1649853959-3832,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,Jamling/af-pay,精简的Android支付SDK，对支付宝alipaySdk和微信wechat-sdk进行了二次封装，支持支付宝、微信和银联支付，支持客户端/服务端下单支付,109
1649853914-3676,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wiselyman/spring-boot-book-source-code,《从企业级开发到云原生微服务:Spring Boot 实战》随书代码,23
1649853871-3525,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lbsha/sardine,lightweight micro service framework | 高性能微服务框架 --- 沙丁鱼，小而迅速，多而勇猛。,9
1649853928-3723,https://github.com/search?l=Java&o=desc&p=26&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wenguan0927/WechatSpider,微信公众号爬虫：服务端公众号文章数据采集,35
1649853732-3048,https://github.com/search?l=Java&o=desc&p=94&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,okhurley/oauth2,搭建一个微服务认证授权服务器,2
1649853834-3396,https://github.com/search?l=Java&o=desc&p=59&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,weipeng2k/microservices-camp,针对目前Java的微服务简要介绍,6
1649853990-3940,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,lets-mica/mica,Spring Cloud 微服务开发核心工具集。工具类、验证码、http、redis、ip2region、xss 等，开箱即用。 ? ? 记得右上角点个star 关注更新！,1.2k
1649853933-3741,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,eacdy/spring-cloud-docker-study,Spring Cloud 与 Docker 整合使用示例，为《使用Spring Cloud与Docker实战微服务》的配套代码。书籍地址：https://github.com/eacdy/spring-cloud-book 。讨论QQ…,42
1649853868-3514,https://github.com/search?l=Java&o=desc&p=47&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wangxinhan/Microservices,微服务架构探索与实践,8
1649853905-3647,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,pro-cloud/pro-cloud,"pro-cloud是一个SpringCloud alibaba微服务架构springboot2.x+mybatisplus基于oauth2.0认证,采用Nacos注册和配置中心，集成流量卫兵Sentinel的分布式架构。解决常见的分布…",18
1649853862-3493,https://github.com/search?l=Java&o=desc&p=49&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,chcbz/jia,Spring Cloud微服务DevOps云服务管理框架，其中包含后台管理+服务接口+门户首页，涉及到SpringBoot、Spring Cloud、Spring Security、mybatis、vue、html、javascrip…,8
1649853811-3318,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,luoting-yong/wxmotor4j,微信开发架包，包括第三方开放平台、微信公众号、微信服务商支付等等,4
1649853739-3066,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,YuanCoder/microservice-platform,微服务平台,2
1649853778-3208,https://github.com/search?l=Java&o=desc&p=78&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,dengjie1996/bishe,微服务毕业设计,3
1649853773-3184,https://github.com/search?l=Java&o=desc&p=80&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yy969846219/microserver,JFinal+Jetty restful 微服务框架,3
1649853785-3222,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,StemQ/weChatJavaTokenValidate,微信公众平台服务器验证JAVA版,3
1649853715-2981,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,dengyichao/springcloud-case,一个完整的企业级微服务架构,2
1649853897-3615,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,AlienwareHe/wechat-robot,安卓微信消息HTTP服务暴露Xposed插件,15
1649853879-3550,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,wenMN1994/dragon_blog,基于微服务框架的个人博客系统《SpringCloud版》（SpringBoot+SpringCloud+MyBatis+Redis+shiro+vue+thymeleaf）,11
1649853970-3871,https://github.com/search?l=Java&o=desc&p=11&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,jiangjingming/springboot-study,maven多模块化，springboot项目，基础各种微服务、搜索引擎,219
1649853730-3035,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,CarterWu0306/graduation-project,毕业设计-微服务后端,2
1649853933-3748,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,haochenchn/kettle-springboot,"kettle-springboot微服务,使用文件资源库，可执行job和trans，使用kettle设计器做好kettle脚本后放到文件资源库即可调用",39
1649853718-2992,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,liuenci/meeting,? 基于Dubbo+MyBatis+Redis实现的微服务影院系统,2
1649853859-3481,https://github.com/search?l=Java&o=desc&p=50&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,zhonglinlin1305/spring-cloud-microservice,spring cloud 构建的简易微服务架构,8
1649853739-3067,https://github.com/search?l=Java&o=desc&p=92&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,biggirlo/spring-cloud-study,微服务学习,2
1649853999-3974,https://github.com/search?l=Java&o=desc&p=1&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,dromara/Sa-Token,这可能是史上功能最全的Java权限认证框架！目前已集成——登录认证、权限认证、分布式Session会话、微服务网关鉴权、单点登录、OAuth2.0、踢人下线、Redis集成、前后台分离、记住我模式、模拟他人账号、临时身份切换、账号封禁…,8.3k
1649853933-3743,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,JoeCao/OrderEventDrivenDemo,基于事件驱动+事件溯源+Saga的微服务示例,41
1649853724-3018,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,hsdotnet/spring-cloud,基于 spring cloud （Finchley.RELEASE ） 可以实现快速搭建企业级微服务项目,2
1649853762-3141,https://github.com/search?l=Java&o=desc&p=84&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,supershen1988/base-cloud,spring-cloud微服务实战基础架构，基于spring-cloud1.5.13,3
1649853877-3543,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,huaPeiLiang/fast-cloud,快速构建微服务架构,10
1649853922-3707,https://github.com/search?l=Java&o=desc&p=28&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,DaiOwen/DeskMate,"该作品是一个专为我校同学打造的一款基于O2O模式的校园电商平台，主要分为后台商城信息管理系统和商城购物系统，各个子系统之间通过采用Http来相互调用，SSM为基本框架，MySQL为数据库,SUI Mobile为前端框架，Redis为系…",28
1649853899-3627,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,andochiwa/Online-Education-Backend,基于Spring Cloud Alibaba的前后端分离微服务在线教育项目，整合了Spring Security鉴权，Seata分布式事务，消息驱动RabbitMQ，缓存Redis，以及alibaba全套服务发现，服务配置，流量控制，监控等,16
1649853925-3711,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yangzongzhuan/RuoYi-Cloud-Oracle,? (RuoYi)官方仓库 基于Spring Boot、Spring Cloud & Alibaba的分布式微服务架构权限管理系统,33
1649853888-3580,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,weweibuy/weweibuy,"Springboot和SpringCloud的样例工程;目前完成SpringbootAdmin管理微服务,集成xxl-job分布式任务调度中心;Oauth2+zuul做服务的鉴权与转发",13
1649853718-2998,https://github.com/search?l=Java&o=desc&p=99&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,li-fengjie/SimpleHttpServer,手机服务器微架构设计与实现,2
1649853988-3937,https://github.com/search?l=Java&o=desc&p=5&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,funtl/spring-cloud-alibaba-my-shop,利用 Spring Cloud Alibaba 微服务架构解决方案重构《走向单体地狱》阶段开发的 MyShop 项目，以便于我们更好的理解微服务架构，将知识点运用到实践中。,743
1649853914-3679,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,javacxyxbc/yunheng_blog,"云衡博客，一个基于微服务架构的前后端分离博客系统。 - 前端使用Vue + Element , 后端使用spring boot + spring cloud + mybatis-plus进行开发 - 使用 Jwt + Spring S…",22
1649853882-3560,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,iuoon/TWServer,Spring Boot 搭建微服务,11
1649853802-3283,https://github.com/search?l=Java&o=desc&p=70&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,momobaiduren/spring-cloud-demo,springcloud实战集成springcloud全家桶微服务组件以及相关配置的注释,4
1649853911-3667,https://github.com/search?l=Java&o=desc&p=32&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,vipsql/AIOPS,"智能运维系统后台-微服务实现,采用Nacos+SpringCloud+SpringGateway+Feign+Prometheus+Metis架构",20
1649853942-3773,https://github.com/search?l=Java&o=desc&p=21&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,f00lish/Spring-Api-APP,"用以快速构建APP专用的API后台系统，可选全接口加密，保证数据安全,全局异常处理，使用Token作为无状态登录验证，security做权限验证，swagger-2-API可视化及调试，可以作为微服务使用",51
1649853759-3133,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+%E5%BE%AE%E6%9C%8D%E5%8A%A1&s=stars&type=Repositories,yizuoming/z2-boot,工作方案沉淀，微服务架构设计，领域驱动，分布式相关,3
